source_path,source_bucket,class_label,sha256,status,duplicate_of
3rd-dataset\BABY CRY\belly_pain\435c.wav,3rd-dataset,belly_pain,0887e7b50d635497f199aa0c615eb78c968c3d319742e384b3718762425babd3,kept,
3rd-dataset\BABY CRY\belly_pain\436c.wav,3rd-dataset,belly_pain,5deb39966835fb3e768228298a419b35d4a162474e781a7d4d1e18e538e2dfe6,kept,
3rd-dataset\BABY CRY\belly_pain\437c.wav,3rd-dataset,belly_pain,7314da3b2ad521a3072c6c1a143bf1113cc7880a5eb1c3d9cce5ef3adbf780cc,kept,
3rd-dataset\BABY CRY\belly_pain\438c.wav,3rd-dataset,belly_pain,da39800cee0243e39acd40e3877b4394ffaf83ee2721a9f41658db4872d5d929,kept,
3rd-dataset\BABY CRY\belly_pain\439c.wav,3rd-dataset,belly_pain,566293f50ab94d07708387fdd38ed47489d6444ffb07b1c7bd8fc788b52e9c2c,kept,
3rd-dataset\BABY CRY\belly_pain\440c.wav,3rd-dataset,belly_pain,3acb7e15c02da38a705d9a632b04c962993fd824c58101489717d522acaf6308,kept,
3rd-dataset\BABY CRY\belly_pain\441c.wav,3rd-dataset,belly_pain,3dfa474c833caa40a0ce9b08d234951e59cb62f739b22c4cba2a73b2acb8c91b,kept,
3rd-dataset\BABY CRY\belly_pain\442c.wav,3rd-dataset,belly_pain,14036213bc8c3d9ac0702444cb616a69fcfc1c28dfae4ff64a73cbc711ff4f4b,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\443c.wav,3rd-dataset,belly_pain,04fda5d96e670a2d8ddc7cfddd2696346d6db72acd39afb450fd65033c1af8c4,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\444c.wav,3rd-dataset,belly_pain,1fb8d1a9b34c45ed1fd04fc9407fca6013f9e826d04c6421a4af65af05c1c253,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\445c.wav,3rd-dataset,belly_pain,d8bd938d7a0840d5d479381f1e3215dbd3d351e3de605a0c29695eb502a37030,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\446c.wav,3rd-dataset,belly_pain,a2569acd62efddf7c536bbcaa064c40847c12a6a348b84d228663096ddd054b8,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\447c.wav,3rd-dataset,belly_pain,f290ff70ab0a2ad2aec4f779366a7f71ee6adf29aa0fcf8c01984e7b08ce7cc2,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\448c.wav,3rd-dataset,belly_pain,3966000ac8908b3a5e3bfe7c24145112c2927f1ea988fed3decceec39ace7e68,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\449c.wav,3rd-dataset,belly_pain,9985ffa8e92736026579ec6aed2d60ba7406e979b079d650ac65fc4d1ca8d5cb,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\450c.wav,3rd-dataset,belly_pain,8760124eb49222ffa9cce77155ecd69c71b308d78d9c71770c51159befddc50b,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\451c.wav,3rd-dataset,belly_pain,8f0a5155dd00000d00dc4fdf3034a8f5655fc92213ea5e6d1b961d0236997aa0,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\452c.wav,3rd-dataset,belly_pain,af45057f957ec1ca2eef37cddf90b4a75e2c2dcd70f15f3dd69dbe15f19600b6,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\453c.wav,3rd-dataset,belly_pain,67696ec58e54c638bd830e23b3c65eba6e440e18fc233dc98de86aecb6b48fee,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\454c.wav,3rd-dataset,belly_pain,1bb9ef5508a1c8610909573975ab9dfaff1edf76740a59bcc19f89e51bc818d0,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\455c.wav,3rd-dataset,belly_pain,98f2771114a7492aac51b32b64272bcca89f57be9c06fd32845724e837fc4dc3,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\456c.wav,3rd-dataset,belly_pain,ff7105c6fbf12f7cf2c2a7d81dc5ebf51f8be09b0884be260d23ba2b37535beb,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\457c.wav,3rd-dataset,belly_pain,accff7ee8791e9b2890344c44d93164b067323cf5771ef5ac5fb23d77dd5e59f,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\458c.wav,3rd-dataset,belly_pain,5103a762708bf258f21508a37269a94d519f1273ac4150cffcd14e8c2aeb7ec8,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\459c.wav,3rd-dataset,belly_pain,00542afe3f94c72e6c39477db993cc60e7283ad9f9b5790de77b1f9a9ec371c6,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\460c.wav,3rd-dataset,belly_pain,fe5549d45eea94c6a03241df6b60c7255a6c9344befeb58565533ae229c8f81e,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\461c.wav,3rd-dataset,belly_pain,15a627eb28a8d019b84c97a4a54d0a1e92ffe832add0c704e8a01cdee108c649,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\462c.wav,3rd-dataset,belly_pain,aa74c23a7a4ed12e5766b2c8b388e6dfc84387f14830bd737299bf22adc4a37b,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\463c.wav,3rd-dataset,belly_pain,55f981f204ae5dc87070c53945c3b81cf366dd6e76ef49c169e69fc6cf229636,kept,
3rd-dataset\BABY CRY\belly_pain\464c.wav,3rd-dataset,belly_pain,7d09fe7700432ed0513c5f9b81d55422fbfce4c7bb8c44d0938feebbb2492e68,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,3rd-dataset,belly_pain,52d1c39db029a018c19bc4a28c045dbe2230a3b7d60c5d2d328625774f779020,kept,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,3rd-dataset,belly_pain,93cddc17fc9c95e07aa6803cf1a674b8a9448af443a65b966345901952d30f7f,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,3rd-dataset,belly_pain,62266dea0b78cd004afd86feee74ff29c706cb12f1f248c988904a1fcd28d61d,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,3rd-dataset,belly_pain,fcbbb79779954c227ae708b04f4a5ef2731727b24769c7a6aabc82762fad48a2,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,3rd-dataset,belly_pain,dd12c99d9308e2dc04e7c8f690bb7e3d0734df503b1440472aca428b43f3b913,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,3rd-dataset,belly_pain,61e2d85c38f1ecd70828618b17ecb965fac133078f2ba8f088227744ae2f6290,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,3rd-dataset,belly_pain,05231087b4c12ee7afccec781dd189cd98f9fc21afd8cbe01a39bc2cca3fa4e1,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,3rd-dataset,belly_pain,f3cb45e19ca8d2e8b4c36879ae4d2b28e1ff6ef7d4f9bdc5c07781e779c35413,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,3rd-dataset,belly_pain,1f0342b5391d66d33b0f8d3eb9fdf956bf41a5933afbb446dfdc8c963708dd7c,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,3rd-dataset,belly_pain,898f0afd3ece064760bc81c4aef2a08c443a9191a5bd3121f5aa76359dce5bd6,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,3rd-dataset,belly_pain,d99446c0e0fbc58e69c30960828f38c927e2e6bd34abf9fb68685072650878f4,kept,
3rd-dataset\BABY CRY\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,3rd-dataset,belly_pain,2d405b329f5c65914b42806f2b643d8dcbab301bd3be44dd35ca3a3cd8e21a59,kept,
3rd-dataset\BABY CRY\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,3rd-dataset,belly_pain,6a6b725d84b74139fbade066b69faea9b4f97923e57322b7530631c7cc28a287,conflict_skipped,
3rd-dataset\BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,3rd-dataset,belly_pain,3a8f1e67d29ef73ff2b48903b3cc9e40cfa98536011e7f1fe932058df5ca5f9b,kept,
3rd-dataset\BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,3rd-dataset,belly_pain,9cc48cae9862803bbd8e99d6be2a8e88741ab87cb7674da90cfac4f2c3488fe2,kept,
3rd-dataset\BABY CRY\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,3rd-dataset,belly_pain,f84f9bde0a00d390c554f317a5530b07791d1b91a02feddfb985e89f0d0961b1,kept,
3rd-dataset\BABY CRY\burping\499c.wav,3rd-dataset,burping,318e4f4fe16a260b12db4fbcbb1cd1c7e5b1c82776df6e1e1bf51b42bf98283c,conflict_skipped,
3rd-dataset\BABY CRY\burping\500c.wav,3rd-dataset,burping,effde347e57df1283f9cb2fe4b885bf92d566f64b12d5f0225498df91c820483,conflict_skipped,
3rd-dataset\BABY CRY\burping\501c.wav,3rd-dataset,burping,eb97aed1bdbd39cd0b84aea1ce2303fcbd4aca6653271db1b3b141eeb6dcef04,conflict_skipped,
3rd-dataset\BABY CRY\burping\502c.wav,3rd-dataset,burping,c3b2bd06c7e001172ece02eca9dea29c47005c74bc2e03afbf5278fe7ade2400,conflict_skipped,
3rd-dataset\BABY CRY\burping\503c.wav,3rd-dataset,burping,3a1e193912c697abd62053556d417cafa82d0fd6695b9c160c5911b516a2d454,conflict_skipped,
3rd-dataset\BABY CRY\burping\504c.wav,3rd-dataset,burping,e0a622577a206eab7ad83ca15ed6123d0e83e6d24396dd907d57a5b26fd0bd44,conflict_skipped,
3rd-dataset\BABY CRY\burping\505c.wav,3rd-dataset,burping,6d847a57e05e45fac468caa9322029f7eaedb3e2fcff8e2249479354533d3266,conflict_skipped,
3rd-dataset\BABY CRY\burping\506c.wav,3rd-dataset,burping,933ce2168d9199c3bf5eee88ae9b9ca7b7ab1ec779cf383310bc6b9498e3e9ad,conflict_skipped,
3rd-dataset\BABY CRY\burping\507c.wav,3rd-dataset,burping,3b5a50378fd80f919687e1d0b0db832412f4f99b3fb73341318750b24173ca55,conflict_skipped,
3rd-dataset\BABY CRY\burping\508c.wav,3rd-dataset,burping,3dd7efb238255bfb27a45b5574bb1d99d72f67faafb8759fdf55c1e3d2694c09,conflict_skipped,
3rd-dataset\BABY CRY\burping\509c.wav,3rd-dataset,burping,f44851dd08186e216cff20404cfb5ac0f0ff6fdb689388a3f05cc8f8c08bce5f,conflict_skipped,
3rd-dataset\BABY CRY\burping\510c.wav,3rd-dataset,burping,453cdc7e4789f6a1f71c505af44b75e71bc8024120092a851b61cfcce2ba0498,conflict_skipped,
3rd-dataset\BABY CRY\burping\511c.wav,3rd-dataset,burping,57ca16ad03b643ee3b0657d2c044f41036d30ff2f01575e7376acacdcf59b883,conflict_skipped,
3rd-dataset\BABY CRY\burping\512c.wav,3rd-dataset,burping,d4939f7c7d099b5e81ab558d6359252a2857d85e62147b48887eae7fb6949ba1,conflict_skipped,
3rd-dataset\BABY CRY\burping\513c.wav,3rd-dataset,burping,e15625ccd036dc9667403bf7f12a3bb85726ae5091a2a44031ef51729e852431,conflict_skipped,
3rd-dataset\BABY CRY\burping\514c.wav,3rd-dataset,burping,7aa455c1e1108b42371c4955ba9868b38b9a41485dcee68c915afc3d92445f50,conflict_skipped,
3rd-dataset\BABY CRY\burping\515c.wav,3rd-dataset,burping,d1eceec140bbc6924bd9fa002ea031e811635c5bd31fd793285dbf135f8e7d6c,conflict_skipped,
3rd-dataset\BABY CRY\burping\516c.wav,3rd-dataset,burping,620e1ec280e212f388ad726657b0b9f0d60ec266de8bf3173c9361a34bac2d15,conflict_skipped,
3rd-dataset\BABY CRY\burping\517c.wav,3rd-dataset,burping,0f1db10118e5c940f702d270ff3098170c7350b707af2ff6134e391fbc317499,conflict_skipped,
3rd-dataset\BABY CRY\burping\518c.wav,3rd-dataset,burping,803174a45a83ce11d65f3264b33ec05eadb47e03b453a4bc051ce85ce474502e,conflict_skipped,
3rd-dataset\BABY CRY\burping\519c.wav,3rd-dataset,burping,a85b052bcdd2056b93813fc6a3e0154ea55245dd5900f79b5e3d3e87aae7d265,conflict_skipped,
3rd-dataset\BABY CRY\burping\520c.wav,3rd-dataset,burping,a07ddfe2d25d83f1ebb580ff3406791da94be618c2ca18c68bcea5478f713c29,conflict_skipped,
3rd-dataset\BABY CRY\burping\521c.wav,3rd-dataset,burping,82561169d0ce2859fc7be94309b4d2727f1fd83cb058bf40d77a718c04d867ff,conflict_skipped,
